Id,Values_code,Values_MarketType,Values_Hour01,Values_Hour02,Values_Hour03,Values_Hour04,Values_Hour05,Values_Hour06,Values_Hour07,Values_Hour08,Values_Hour09,Values_Hour10,Values_Hour11,Values_Hour12,Values_Hour13,Values_Hour14,Values_Hour15,Values_Hour16,Values_Hour17,Values_Hour18,Values_Hour19,Values_Hour20,Values_Hour21,Values_Hour22,Values_Hour23,Values_Hour24,Date
Agente,GECG,REGULADO,62571.02,61691.29,61075.69,60647.98,60792.8,60782.21,61142.68,60705.85,61157.91,61579.54,62060.43,62659.96,63207.39,63377.78,63335.05,63225.75,62600.39,62695.68,64792.46,66014.52,66144.21,65806.98,64943.47,63288.85,2024-04-30
Agente,GNCG,REGULADO,,,,,,5.4,6031.9,16627.3,23540.0,28149.8,31087.4,33556.9,31786.7,31445.1,25789.3,16362.9,11175.1,2482.0,,,,,,,2024-04-30
Agente,HIMG,REGULADO,32392.31,32151.72,32011.34,31961.7,32046.13,32245.98,32604.28,33051.06,33394.12,33745.87,34103.1,34475.21,34550.07,34398.66,34238.68,34143.95,34079.42,34210.31,34804.56,35077.56,34729.09,34223.63,33570.04,32868.12,2024-04-30
Agente,IAEC,REGULADO,5836.0,5604.0,5436.0,5310.0,5256.0,5170.0,5206.0,4976.0,5062.0,5136.0,5234.0,5376.0,5542.0,5608.0,5592.0,5562.0,5394.0,5566.0,6116.0,6446.0,6528.0,6536.0,6380.0,6056.0,2024-04-30
Agente,ISGG,REGULADO,250894.72,235330.25,226611.72,223879.96,245963.83,296698.66,316549.09,319274.68,345528.85,363383.3,380961.62,397722.43,385887.03,384787.13,391076.05,390837.88,387252.58,406952.0,450909.15,467835.59,447972.54,405318.05,349337.83,294621.67,2024-04-30
Agente,NESC,REGULADO,1567.21,1515.48,1481.87,1506.01,1584.33,1702.69,1787.61,1557.21,1654.61,1640.09,1606.79,1642.09,1570.61,1586.42,1664.51,1738.76,1806.47,2219.75,2288.75,2210.25,2064.25,1910.56,1779.79,1639.08,2024-04-30
Agente,NMRC,REGULADO,,,,,,,,1503.0,1503.0,1503.0,1503.0,1503.0,1503.0,1503.0,1503.0,1503.0,1503.0,,,,,,,,2024-04-30
Agente,NMRG,REGULADO,23804.22,23505.52,23367.01,23330.23,22946.37,22778.59,23698.21,23296.21,23934.29,24126.51,24369.64,24860.29,25334.96,25120.21,24828.2,24591.64,24210.13,22379.57,22529.68,22542.9,22159.92,21933.32,21464.09,21458.86,2024-04-30
Agente,NTCG,REGULADO,274987.72,265315.23,258502.86,255230.67,258622.27,266113.32,282556.79,312043.21,335878.28,348964.02,362472.93,373190.55,371496.53,371803.29,376980.74,377309.19,367826.43,361693.5,364598.68,370614.64,362230.26,346094.54,325285.82,303129.32,2024-04-30
Agente,PEEC,REGULADO,12889.77,12513.15,12274.67,12123.91,12056.79,12199.77,12439.64,13233.9,14493.04,15289.83,15862.74,16442.99,16425.19,16729.73,17292.79,17212.03,15690.44,15928.47,16242.32,16151.29,15621.21,14938.59,13961.68,13249.09,2024-04-30
Agente,PRYC,REGULADO,50450.0,50450.0,50450.0,50450.0,50450.0,50450.0,50450.0,50450.0,50450.0,50450.0,50450.0,50450.0,50450.0,50450.0,50450.0,50450.0,50450.0,50450.0,50450.0,50450.0,50450.0,50450.0,50450.0,50450.0,2024-04-30
Agente,RTAC,REGULADO,6793.33,6627.94,6494.68,6382.99,6304.96,6133.58,6103.17,6530.53,6646.17,6712.38,6809.1,6946.12,7094.32,7204.27,7255.97,7183.11,6947.14,6449.73,6600.37,6994.01,7260.19,7402.1,7391.5,7245.74,2024-04-30
