Id,Values_Activity,Values_Subactivity,Values_code,Values_Hour01,Values_Hour02,Values_Hour03,Values_Hour04,Values_Hour05,Values_Hour06,Values_Hour07,Values_Hour08,Values_Hour09,Values_Hour10,Values_Hour11,Values_Hour12,Values_Hour13,Values_Hour14,Values_Hour15,Values_Hour16,Values_Hour17,Values_Hour18,Values_Hour19,Values_Hour20,Values_Hour21,Values_Hour22,Values_Hour23,Values_Hour24,Date
CIIU,ALOJAMIENTO Y SERVICIOS DE COMIDA,ACTIVIDADES DE OTROS SERVICIOS DE COMIDAS,5629,355.07,347.96,338.94,333.12,314.7,314.6,398.44,482.77,1116.33,2193.03,2350.17,2462.82,2432.33,2583.44,2431.75,2143.68,2118.19,1801.22,1499.22,769.06,379.93,344.05,344.46,387.64,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,COMERCIO DE VEHÍCULOS AUTOMOTORES NUEVOS,4511,45.52,42.59,37.79,36.59,58.56,85.7,141.95,190.92,262.99,305.5,286.15,318.91,349.65,386.23,426.4,444.25,376.16,294.85,209.75,122.33,74.72,44.94,36.66,32.68,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,COMERCIO DE VEHÍCULOS AUTOMOTORES USADOS,4512,16.56,16.77,16.56,16.47,16.56,35.61,55.37,96.85,142.85,135.85,178.13,163.22,99.89,139.07,144.05,141.05,158.3,88.11,35.35,21.55,16.21,15.05,14.58,14.56,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,MANTENIMIENTO Y REPARACIÓN DE VEHÍCULOS AUTOMOTORES,4520,28.75,7.26,14.38,8.75,17.6,11.11,13.37,28.09,49.19,36.64,44.12,44.5,7.48,16.69,39.71,34.3,40.97,34.37,29.42,27.94,26.96,31.61,29.75,44.01,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"COMERCIO DE PARTES, PIEZAS (AUTOPARTES) Y ACCESORIOS (LUJOS) PARA VEHÍCULOS AUTOMOTORES",4530,158.73,116.06,120.72,125.05,150.25,180.97,308.12,336.39,453.49,473.57,406.69,425.37,341.31,267.13,376.2,458.06,516.42,447.68,584.96,494.38,282.76,175.17,151.86,134.59,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"COMERCIO DE MOTOCICLETAS Y DE SUS PARTES, PIEZAS Y ACCESORIOS",4541,43.99,41.1,43.18,35.47,34.96,41.98,69.61,197.26,235.5,247.78,298.38,294.15,231.33,277.5,231.33,199.77,167.02,44.86,67.84,73.35,66.5,34.22,75.46,78.93,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,COMERCIO AL POR MAYOR A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATA,4610,477.17,467.38,453.23,453.39,449.25,497.84,646.26,772.19,806.84,838.25,826.25,879.53,856.25,891.25,896.28,855.07,788.94,684.61,652.12,639.18,617.52,546.63,500.64,490.23,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,COMERCIO AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS; ANIMALES VIVOS,4620,412.93,352.63,336.63,320.78,315.87,319.03,517.71,807.27,1117.44,1266.12,1302.02,1349.72,1297.64,1242.87,1314.13,1111.07,1100.91,998.44,930.34,842.14,806.57,697.03,623.92,574.74,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,COMERCIO AL POR MAYOR DE PRODUCTOS ALIMENTICIOS,4631,6700.2,6996.39,7497.78,7570.01,7372.8,7333.74,7819.63,8200.5,8624.69,8715.06,8660.57,8643.21,8243.2,8303.17,8521.93,8467.98,8046.59,7707.07,7569.01,7371.95,7120.09,6502.92,5899.99,5860.16,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,COMERCIO AL POR MAYOR DE BEBIDAS Y TABACO,4632,4.08,4.25,4.3,4.16,4.19,28.77,126.44,128.14,125.01,125.4,125.5,124.97,127.1,125.98,124.35,128.59,127.53,128.41,133.25,134.2,69.61,40.06,8.16,7.96,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"COMERCIO AL POR MAYOR DE PRODUCTOS TEXTILES, PRODUCTOS CONFECCIONADOS PARA USO DOMÉSTICO",4641,914.68,880.49,895.31,873.2,841.1,825.2,1059.92,1300.98,1520.05,1665.95,1730.93,1913.28,1850.8,1722.51,1732.59,1809.3,1857.92,1784.91,1562.25,1453.26,1301.24,946.33,807.65,787.87,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,COMERCIO AL POR MAYOR DE PRENDAS DE VESTIR,4642,4.08,3.96,3.79,3.78,3.9,3.84,2.79,1.29,18.9,42.53,29.51,22.33,16.16,21.75,38.57,52.3,72.38,102.54,105.99,85.81,29.11,3.25,3.2,3.23,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,COMERCIO AL POR MAYOR DE APARATOS Y EQUIPO DE USO DOMÉSTICO,4644,253.23,249.22,250.19,249.13,277.03,382.79,510.65,563.57,583.72,612.72,634.98,651.05,636.24,632.14,614.21,597.67,629.75,621.44,605.74,608.09,580.63,431.23,278.9,269.22,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"COMERCIO AL POR MAYOR DE PRODUCTOS FARMACÉUTICOS, MEDICINALES, COSMÉTICOS Y DE TOCADOR",4645,1510.26,1489.1,1487.31,1467.6,1510.46,1515.26,1890.17,1956.85,2174.35,2236.86,2260.24,2244.66,2302.12,2295.35,2216.0,2189.41,2070.01,1753.52,1604.8,1897.06,1861.89,1675.78,1438.84,1418.69,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,COMERCIO AL POR MAYOR DE OTROS UTENSILIOS DOMÉSTICOS N.C.P.,4649,1501.12,1446.04,1420.1,1468.26,1439.87,1471.03,1503.43,1309.38,1270.62,712.7,867.32,1982.82,1368.71,1778.0,1987.94,1869.03,1877.06,1989.57,1962.73,1935.23,1800.23,1693.41,1536.7,1516.04,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,COMERCIO AL POR MAYOR DE OTROS TIPOS DE MAQUINARIA Y EQUIPO N.C.P.,4659,925.75,942.39,939.41,964.28,965.16,956.85,1172.16,1760.53,2002.74,2068.26,2064.31,1971.12,2105.55,2059.32,2083.44,2032.77,1902.31,1454.9,1277.21,1363.26,1297.26,1207.5,971.97,908.37,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"COMERCIO AL POR MAYOR DE COMBUSTIBLES SÓLIDOS, LÍQUIDOS, GASEOSOS Y PRODUCTOS CONEXOS",4661,1412.91,1405.62,1343.41,1312.57,1345.09,1361.12,1365.7,1460.39,1611.02,1667.63,1813.27,2027.51,2079.41,1781.41,1810.67,1805.46,1838.39,1743.72,1765.92,1778.34,1748.83,1759.88,1556.2,1496.25,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,COMERCIO AL POR MAYOR DE METALES Y PRODUCTOS METALÍFEROS,4662,154.57,156.08,149.23,152.08,150.49,253.76,252.18,79.57,81.57,105.43,79.39,165.27,67.25,79.66,99.44,102.91,194.45,285.7,469.92,454.51,379.85,214.1,215.93,368.27,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"COMERCIO AL POR MAYOR DE MATERIALES DE CONSTRUCCIÓN, ARTÍCULOS DE FERRETERÍA, PINTURAS, PRODUCTOS DE VIDRIO, EQUIPO Y MATERIALES DE FONTANERÍA Y CALEFACCIÓN",4663,4084.88,3865.28,3959.35,3958.04,3987.77,3731.49,3607.25,4223.17,4171.54,3952.5,4269.67,4336.97,4380.39,4430.97,4198.22,3917.96,4087.04,4029.64,3745.54,3867.75,3967.86,3826.84,3582.57,3591.0,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"COMERCIO AL POR MAYOR DE PRODUCTOS QUÍMICOS BÁSICOS, CAUCHOS Y PLÁSTICOS EN FORMAS PRIMARIAS Y PRODUCTOS QUÍMICOS DE USO AGROPECUARIO",4664,773.75,751.84,759.42,743.23,741.31,740.48,773.33,810.5,802.98,793.77,748.81,782.32,817.34,788.28,696.87,666.27,696.14,672.96,602.92,561.7,585.21,467.73,331.53,323.04,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"COMERCIO AL POR MAYOR DE DESPERDICIOS, DESECHOS Y CHATARRA",4665,220.08,226.43,221.85,224.23,221.24,203.45,215.72,215.49,221.31,225.88,217.8,217.65,222.63,221.74,213.35,215.82,183.37,198.95,215.76,211.88,205.03,210.28,194.06,206.66,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,COMERCIO AL POR MAYOR DE OTROS PRODUCTOS N.C.P.,4669,3629.45,3518.38,3434.93,3354.17,3639.97,4275.79,5215.7,6542.68,7407.55,8330.02,9158.51,9301.33,9303.97,9356.37,9399.75,9067.91,8935.59,8809.88,8359.13,7149.05,6153.55,5054.44,3832.36,3611.56,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,COMERCIO AL POR MAYOR NO ESPECIALIZADO,4690,10677.1,10553.43,10526.72,10459.09,10441.76,10626.36,11579.9,12613.87,13379.16,13736.21,13832.47,14056.06,14053.62,13960.69,13984.73,13948.54,13829.36,13533.57,13488.21,12911.48,12443.73,11515.4,10879.33,10704.73,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON SURTIDO COMPUESTO PRINCIPALMENTE POR ALIMENTOS, BEBIDAS O TABACO",4711,46447.94,46192.75,45955.85,45994.52,45954.3,50130.37,64481.15,71598.68,76419.9,80482.44,83762.53,86664.26,88119.49,89292.8,89795.76,90802.86,92526.25,93135.77,90914.95,84863.3,75333.89,60828.77,50501.2,47482.25,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS, CON SURTIDO COMPUESTO PRINCIPALMENTE POR PRODUCTOS DIFERENTES DE ALIMENTOS (VÍVERES EN GENERAL), BEBIDAS Y TABACO",4719,7444.09,7235.11,7174.06,7122.2,7154.41,7686.53,9735.49,11421.85,12642.23,14420.27,16689.03,17769.23,18434.27,19587.96,20054.22,20141.48,20235.46,20266.39,19756.8,18300.36,14749.49,10784.23,9007.62,7980.2,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,COMERCIO AL POR MENOR DE PRODUCTOS AGRÍCOLAS PARA EL CONSUMO EN ESTABLECIMIENTOS ESPECIALIZADOS,4721,16.88,14.71,8.51,6.65,2.78,26.04,13.8,21.45,16.75,27.32,27.78,36.42,23.3,17.99,22.16,24.53,10.08,6.59,29.52,22.2,17.16,8.75,2.73,2.83,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"COMERCIO AL POR MENOR DE CARNES (INCLUYE AVES DE CORRAL), PRODUCTOS CÁRNICOS, PESCADOS Y PRODUCTOS DE MAR, EN ESTABLECIMIENTOS ESPECIALIZADOS",4723,2177.87,2175.64,2649.08,2699.79,2637.53,2818.84,2954.33,2912.99,2719.75,2700.91,2786.93,2624.46,3052.04,3110.79,2915.87,2806.07,2686.71,2716.09,2719.41,2779.95,2701.78,2491.08,2367.47,2459.29,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"COMERCIO AL POR MENOR DE BEBIDAS Y PRODUCTOS DEL TABACO, EN ESTABLECIMIENTOS ESPECIALIZADOS",4724,74.44,74.02,73.14,71.27,72.5,71.97,89.1,97.86,101.05,100.02,101.32,97.67,101.63,103.3,108.57,97.12,95.56,93.18,99.14,94.26,87.48,68.95,66.77,67.68,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"COMERCIO AL POR MENOR DE OTROS PRODUCTOS ALIMENTICIOS N.C.P., EN ESTABLECIMIENTOS ESPECIALIZADOS",4729,2527.37,2470.82,2454.96,2414.54,2476.14,2610.36,3003.2,3169.72,3054.69,3325.44,3487.91,3893.12,3990.99,4045.89,3775.58,3685.53,4316.81,4436.39,4437.91,4191.0,3469.23,2779.36,2489.54,2376.95,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,COMERCIO AL POR MENOR DE COMBUSTIBLE PARA AUTOMOTORES,4731,3117.19,2983.14,2817.99,2750.82,3387.25,4201.55,5428.8,6404.38,7011.6,6591.86,6897.3,6747.08,6308.18,6522.74,7099.82,7759.02,7770.69,6885.77,6484.73,6431.0,6311.81,5588.02,4831.02,4012.67,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"COMERCIO AL POR MENOR DE LUBRICANTES (ACEITES, GRASAS), ADITIVOS Y PRODUCTOS DE LIMPIEZA PARA VEHÍCULOS AUTOMOTORES",4732,497.96,446.44,443.31,433.15,430.09,406.5,417.88,347.68,267.0,153.22,178.0,230.98,72.11,76.47,151.47,253.34,376.83,516.63,533.7,474.6,495.12,515.93,455.57,391.84,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,COMERCIO AL POR MENOR DE PRODUCTOS TEXTILES EN ESTABLECIMIENTOS ESPECIALIZADOS,4751,334.23,260.68,256.66,257.34,291.08,340.57,454.68,478.98,628.83,740.64,1039.0,1251.83,1287.45,1392.48,1347.53,1387.05,1338.32,1269.51,1170.14,897.93,742.59,675.81,538.0,361.92,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"COMERCIO AL POR MENOR DE ARTÍCULOS DE FERRETERÍA, PINTURAS Y PRODUCTOS DE VIDRIO EN ESTABLECIMIENTOS ESPECIALIZADOS",4752,159.86,165.58,164.08,164.34,159.66,176.58,287.85,325.72,650.85,770.19,902.8,907.63,894.67,894.22,901.09,885.12,875.84,836.82,808.24,736.57,521.15,390.4,231.95,167.49,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"COMERCIO AL POR MENOR DE ELECTRODOMÉSTICOS Y GASODOMÉSTICOS DE USO DOMÉSTICO, MUEBLES Y EQUIPOS DE ILUMINACIÓN",4754,261.31,254.74,259.42,259.12,261.0,302.43,347.08,538.75,758.46,819.21,921.99,938.48,954.81,901.73,936.11,898.13,827.63,729.26,596.84,415.43,394.76,323.94,263.9,240.44,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,COMERCIO AL POR MENOR DE ARTÍCULOS Y UTENSILIOS DE USO DOMÉSTICO,4755,334.32,338.38,336.2,329.31,330.7,332.24,368.81,460.13,501.42,604.21,955.82,1025.07,1004.96,1028.95,1062.73,1067.46,1057.4,1058.74,1028.59,976.13,882.37,619.81,435.72,515.64,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,COMERCIO AL POR MENOR DE OTROS ARTÍCULOS DOMÉSTICOS EN ESTABLECIMIENTOS ESPECIALIZADOS,4759,108.81,111.53,109.45,108.45,108.72,116.54,176.56,244.77,264.99,272.5,290.77,300.37,291.24,294.26,293.01,274.92,257.28,218.75,223.77,223.08,149.5,116.31,100.02,97.43,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"COMERCIO AL POR MENOR DE LIBROS, PERIÓDICOS, MATERIALES Y ARTÍCULOS DE PAPELERÍA Y ESCRITORIO, EN ESTABLECIMIENTOS ESPECIALIZADOS",4761,430.93,390.26,325.55,376.5,413.67,433.33,769.24,1433.63,2251.83,2732.68,3094.61,3138.7,3144.19,2947.66,3072.1,3111.28,3036.96,2991.99,2734.42,2610.62,1602.96,808.3,437.28,445.9,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"COMERCIO AL POR MENOR DE ARTÍCULOS DEPORTIVOS, EN ESTABLECIMIENTOS ESPECIALIZADOS",4762,7.46,7.46,7.48,7.5,7.52,7.41,16.48,18.31,21.42,21.14,21.19,21.05,21.06,21.06,21.17,21.14,21.16,21.31,21.56,21.52,15.46,7.27,7.3,7.27,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,COMERCIO AL POR MENOR DE OTROS ARTÍCULOS CULTURALES Y DE ENTRETENIMIENTO N.C.P. EN ESTABLECIMIENTOS ESPECIALIZADOS,4769,67.87,60.65,65.93,63.4,65.01,77.44,87.44,93.16,91.88,105.14,102.8,107.58,109.25,120.27,107.35,104.46,96.09,97.29,95.1,97.52,80.92,73.54,66.31,66.18,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,COMERCIO AL POR MENOR DE PRENDAS DE VESTIR Y SUS ACCESORIOS (INCLUYE ARTÍCULOS DE PIEL) EN ESTABLECIMIENTOS ESPECIALIZADOS,4771,601.94,577.83,562.87,568.94,505.39,413.37,490.77,683.22,1126.1,1637.17,2440.02,2435.82,2429.43,2432.91,2452.31,2462.93,2526.79,2485.48,2291.98,1984.36,1299.1,683.69,516.0,534.04,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"COMERCIO AL POR MENOR DE PRODUCTOS FARMACÉUTICOS Y MEDICINALES, COSMÉTICOS Y ARTÍCULOS DE TOCADOR EN ESTABLECIMIENTOS ESPECIALIZADOS",4773,21.87,21.72,21.63,21.73,21.54,29.56,41.83,61.55,100.38,112.21,105.51,107.18,109.5,118.38,117.25,101.82,80.73,34.55,25.84,26.0,25.68,24.96,24.68,24.24,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,COMERCIO AL POR MENOR DE OTROS PRODUCTOS NUEVOS EN ESTABLECIMIENTOS ESPECIALIZADOS,4774,1977.01,1943.05,1945.82,1971.51,1987.13,2409.08,3498.87,4355.22,5936.08,6484.05,7902.34,8264.04,8460.06,8689.83,8543.56,8715.66,8971.09,9231.55,9017.43,7845.22,5690.13,3454.33,2560.03,2194.83,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,COMERCIO AL POR MENOR DE ARTÍCULOS DE SEGUNDA MANO,4775,60.21,55.61,54.95,51.96,56.55,72.56,89.28,134.5,159.08,161.24,166.52,165.69,174.37,179.77,174.48,172.14,181.32,195.39,201.81,193.08,135.53,88.59,60.29,55.84,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"COMERCIO AL POR MENOR DE ALIMENTOS, BEBIDAS Y TABACO, EN PUESTOS DE VENTA MÓVILES",4781,296.92,299.49,295.68,336.42,347.7,329.99,413.97,615.54,1149.19,1276.63,1324.08,1333.33,1319.27,1362.87,1383.23,1384.08,1400.0,1359.18,1201.6,718.09,508.36,382.26,310.16,292.57,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"COMERCIO AL POR MENOR DE PRODUCTOS TEXTILES, PRENDAS DE VESTIR Y CALZADO, EN PUESTOS DE VENTA MÓVILES",4782,110.56,109.73,108.71,109.13,108.21,108.57,113.21,174.53,213.01,395.79,854.44,925.48,976.71,965.97,971.39,988.53,984.59,972.22,921.9,817.2,519.09,331.51,143.98,111.5,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,COMERCIO AL POR MENOR DE OTROS PRODUCTOS EN PUESTOS DE VENTA MÓVILES,4789,106.92,106.18,106.46,102.42,105.23,105.71,142.96,177.43,198.13,199.57,205.4,202.52,203.59,202.27,197.89,187.99,187.59,178.1,177.58,162.13,151.09,138.61,115.62,110.14,2024-04-30
CIIU,COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS,"OTROS TIPOS DE COMERCIO AL POR MENOR NO REALIZADO EN ESBLECIMIENTOS, PUESTOS DE VENTA O MERCADOS",4799,591.06,579.12,537.18,548.23,529.43,565.64,566.05,617.34,622.49,709.34,772.97,848.52,925.89,894.63,955.09,1290.14,1303.81,1307.38,1296.79,867.26,701.96,622.71,661.96,653.8,2024-04-30
CIIU,CONSTRUCCIÓN,CONSTRUCCIÓN DE EDIFICIOS RESIDENCIALES,4111,1601.0,1527.81,1515.28,1441.87,1500.57,1408.84,1578.98,1554.11,1522.24,1391.15,1712.33,2042.02,1871.68,2119.94,2123.0,1951.69,2067.17,1962.45,2013.68,1859.01,1839.2,1599.13,1660.1,1549.45,2024-04-30
CIIU,CONSTRUCCIÓN,CONSTRUCCIÓN DE EDIFICIOS NO RESIDENCIALES,4112,242.15,234.68,237.44,235.93,247.31,256.99,325.05,354.13,380.47,390.51,403.71,400.7,402.53,395.13,393.21,400.28,407.43,410.97,369.97,346.29,335.14,324.07,290.74,259.34,2024-04-30
CIIU,CONSTRUCCIÓN,CONSTRUCCIÓN DE CARRETERAS Y VÍAS DE FERROCARRIL,4210,772.28,765.6,763.0,828.11,820.96,833.03,401.69,696.21,1094.83,1104.48,924.53,896.69,564.47,922.54,811.23,672.12,325.77,206.43,789.99,779.58,981.11,996.97,858.66,761.57,2024-04-30
CIIU,CONSTRUCCIÓN,CONSTRUCCIÓN DE OTRAS OBRAS DE INGENIERÍA CIVIL,4290,2461.83,2383.7,2615.91,2910.08,2932.97,3041.98,3399.84,4385.11,3630.15,4596.87,4996.96,5108.21,4330.09,4274.37,4210.15,4007.26,4094.27,3182.44,2796.13,2702.6,2500.0,2248.89,3012.57,2901.13,2024-04-30
CIIU,CONSTRUCCIÓN,INSTALACIONES ELÉCTRICAS,4321,10834.52,10813.94,10822.84,10818.2,10794.06,10788.87,,,,,,,,,,,,,10833.21,10839.81,10850.21,10856.79,10847.47,10818.83,2024-04-30
CIIU,CONSTRUCCIÓN,"INSTALACIONES DE FONTANERÍA, CALEFACCIÓN Y AIRE ACONDICIONADO",4322,79.06,50.31,56.0,68.58,84.55,72.19,113.85,210.74,230.8,174.68,188.48,229.11,272.83,217.8,231.95,289.59,212.37,184.99,174.03,254.91,201.91,138.17,7.5,3.27,2024-04-30
CIIU,CONSTRUCCIÓN,OTRAS ACTIVIDADES ESPECIALIZADAS PARA LA CONSTRUCCIÓN DE EDIFICIOS Y OBRAS DE INGENIERÍA CIVIL,4390,705.22,1593.41,2530.51,3033.14,2803.31,2708.14,915.44,1127.2,3276.69,3453.52,1671.16,1276.98,3355.65,3025.45,2125.42,1064.4,1064.18,2289.36,3176.65,3048.2,3254.87,988.61,307.53,265.15,2024-04-30
CIIU,"DISTRIBUCIÓN DE AGUA; EVACUACIÓN Y TRATAMIENTO DE AGUAS RESIDUALES, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO AMBIENTAL","CAPTACIÓN, TRATAMIENTO Y DISTRIBUCIÓN DE AGUA",3600,95710.15,94586.7,97681.86,91759.57,92096.39,96635.42,100307.59,99029.57,99862.28,97236.88,98275.69,101040.73,103431.86,103492.37,107391.96,108914.88,107414.39,106844.24,100965.75,93546.84,92551.25,89406.83,87805.57,85245.96,2024-04-30
CIIU,"DISTRIBUCIÓN DE AGUA; EVACUACIÓN Y TRATAMIENTO DE AGUAS RESIDUALES, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO AMBIENTAL",EVACUACIÓN Y TRATAMIENTO DE AGUAS RESIDUALES,3700,795.77,646.06,589.4,595.46,591.5,586.21,582.22,637.43,609.92,584.38,610.41,560.13,1581.14,1156.52,792.48,1617.46,1761.82,2326.53,2225.26,2145.78,2156.82,2145.2,2005.23,1802.79,2024-04-30
CIIU,"DISTRIBUCIÓN DE AGUA; EVACUACIÓN Y TRATAMIENTO DE AGUAS RESIDUALES, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO AMBIENTAL",RECOLECCIÓN DE DESECHOS NO PELIGROSOS,3811,187.92,185.96,182.25,183.74,188.72,193.56,199.03,221.44,189.92,70.84,62.56,58.31,48.13,65.53,69.62,61.72,112.31,156.07,162.81,156.42,154.85,156.92,153.96,161.48,2024-04-30
