generation_project,gen_dbid,gen_tech,gen_load_zone,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr,GenCapacity_MW,GenCapitalCosts,GenFixedOMCosts,LCOE_dollar_per_MWh,capacity_factor,Store_GWh_typical_yr,Discharge_GWh_typical_yr
AMOYA,AMOYA,Hidro,Surocciden,Water,2023,422.1673799716942,586812.6581606548,0.0,80.0,8978400.293696908,3502400.0,30.953630175627804,0.6024077910554996,,
AMOYA,AMOYA,Hidro,Surocciden,Water,2024,422.1673799723976,586812.6581616326,0.0,80.0,8978400.293696908,3502400.0,30.95363017557855,0.6024077910565032,,
BARRANQUILL3,BARRANQUILL3,Thermal,Caribe,GASIMPOR,2023,1.7000750801139422e-07,0.0012036531567206712,0.0001053968856239483,60.0,6771600.221509176,8593200.0,90377186292.7551,3.2345416288317005e-10,,
BARRANQUILL3,BARRANQUILL3,Thermal,Caribe,GASIMPOR,2024,2.1402538450750834e-07,0.0015152997223131588,0.00013268595743458317,60.0,6771600.221509176,8593200.0,71789616256.87656,4.0720202531869917e-10,,
BARRANQUILL4,BARRANQUILL4,Thermal,Caribe,GASIMPOR,2023,1.4721563292430393e-07,0.001042286681104072,0.00010135890544843396,60.0,6782400.22186246,8593200.0,104442713844.19241,2.800906258072753e-10,,
BARRANQUILL4,BARRANQUILL4,Thermal,Caribe,GASIMPOR,2024,1.8160717314629674e-07,0.001285778785875781,0.00012503770099713346,60.0,6782400.22186246,8593200.0,84664057904.59698,3.455235409937152e-10,,
BETANIA,BETANIA,Hidro,Surocciden,Water,2023,1140.5609810703472,1585379.7636877825,0.0,540.0,61187402.001531474,23641200.0,75.76445556126689,0.24111300969692773,,
BETANIA,BETANIA,Hidro,Surocciden,Water,2024,1140.5609810661422,1585379.763681937,0.0,540.0,61187402.001531474,23641200.0,75.76445556154107,0.2411130096960388,,
CALDERAS,CALDERAS,Hidro,Antioquia,Water,2023,72.46972888027565,100732.92314358315,0.0,19.9,2262033.073994486,871221.9999999999,44.625363542905106,0.4157185980144767,,
CALDERAS,CALDERAS,Hidro,Antioquia,Water,2024,72.46972888102638,100732.92314462666,0.0,19.9,2262033.073994486,871221.9999999999,44.62536354245721,0.41571859801878325,,
CALIMA,CALIMA,Hidro,Surocciden,Water,2023,737.7613007762943,1025488.2080790491,0.0,132.0,15016320.491206313,5778960.0,29.577003668157843,0.6380252013078509,,
CALIMA,CALIMA,Hidro,Surocciden,Water,2024,737.7613007751343,1025488.2080774365,0.0,132.0,15016320.491206313,5778960.0,29.57700366820217,0.6380252013068476,,
CANDELARIA,CANDELARIA,Thermal,Caribe,GASIMPOR,2023,3.9927011131582733e-07,0.0028268323881160576,0.0001528374044508082,555.0,63286652.070201084,79487100.0,357586876719.88605,8.212392762265565e-11,,
CANDELARIA,CANDELARIA,Thermal,Caribe,GASIMPOR,2024,6.283436668301752e-07,0.00444867316115764,0.00024052492891325642,555.0,63286652.070201084,79487100.0,227222393749.75317,1.2924095331568039e-10,,
CARTAGENA1,CARTAGENA1,Thermal,Caribe,COMBUSTOLEO,2023,1.2216416730300656e-07,0.001136126755917961,0.00014189673442662466,52.0,5948280.194577146,7447440.0,109653431865.07025,2.6818617690333365e-10,,
CARTAGENA1,CARTAGENA1,Thermal,Caribe,COMBUSTOLEO,2024,1.276899407491918e-07,0.001187516448967484,0.00014831505842870506,52.0,5948280.194577146,7447440.0,104908187106.73926,2.803168702783451e-10,,
CARTAGENA2,CARTAGENA2,Thermal,Caribe,COMBUSTOLEO,2023,1.4668619947257763e-07,0.001364181655094972,0.00014725592867132913,60.0,6874200.224865375,8593200.0,105445503952.27277,2.7908333232986605e-10,,
CARTAGENA2,CARTAGENA2,Thermal,Caribe,COMBUSTOLEO,2024,1.545244535347409e-07,0.0014370774178730904,0.00015512462651226983,60.0,6874200.224865375,8593200.0,100096779975.50723,2.9399629667949175e-10,,
CARTAGENA3,CARTAGENA3,Thermal,Caribe,COMBUSTOLEO,2023,1.5155308382466526e-07,0.0014094436795693871,0.00014842654370536242,66.0,7573500.247740526,9452520.0,112343608057.80571,2.6213000523153667e-10,,
CARTAGENA3,CARTAGENA3,Thermal,Caribe,COMBUSTOLEO,2024,1.5989915064687142e-07,0.0014870621010159043,0.0001566004311690265,66.0,7573500.247740526,9452520.0,106479741639.33258,2.765655712032506e-10,,
CHARQUITO,CHARQUITO,Hidro,Oriental,Water,2023,146.87766043004243,204159.94799775892,0.0,19.4,5382918.176083308,849331.9999999999,43.82157303728785,0.8642709388389257,,
CHARQUITO,CHARQUITO,Hidro,Oriental,Water,2024,146.87766043092986,204159.9479989925,0.0,19.4,5382918.176083308,849331.9999999999,43.82157303703147,0.8642709388441476,,
CHIVOR,CHIVOR,Hidro,Oriental,Water,2023,4361.921756766207,6063071.241905027,0.0,1000.0,115290003.77130853,43780000.0,37.857871878847746,0.4979362736034482,,
CHIVOR,CHIVOR,Hidro,Oriental,Water,2024,4361.921756776812,6063071.241919767,0.0,1000.0,115290003.77130853,43780000.0,37.85787187875909,0.49793627360465875,,
CUCUANA,CUCUANA,Hidro,Surocciden,Water,2023,188.37159592325892,261836.51833332988,0.0,56.0,6511680.213006804,2451680.0,48.973395835635465,0.38399297929561904,,
CUCUANA,CUCUANA,Hidro,Surocciden,Water,2024,188.37159592390398,261836.5183342265,0.0,56.0,6511680.213006804,2451680.0,48.973395835472516,0.383992979296934,,
C_LLERAS_R,C_LLERAS_R,Hidro,Antioquia,Water,2023,455.8890992202031,633685.8479160822,0.0,78.0,8859240.289799007,3414840.0,28.313390602657055,0.6672068540279286,,
C_LLERAS_R,C_LLERAS_R,Hidro,Antioquia,Water,2024,455.88909922126237,633685.8479175547,0.0,78.0,8859240.289799007,3414840.0,28.3133906025945,0.6672068540294789,,
DARIO VALENC,DARIO VALENC,Hidro,Oriental,Water,2023,770.0163660306501,1070322.7487826035,0.0,150.0,17455500.570995543,6567000.0,32.58738960202742,0.5860094109822298,,
DARIO VALENC,DARIO VALENC,Hidro,Oriental,Water,2024,770.0163660340165,1070322.748787283,0.0,150.0,17455500.570995543,6567000.0,32.58738960189103,0.5860094109847918,,
DST_Antioquia,DST_Antioquia,pv_solar,Antioquia,Solar,2024,23.226610072734,0.0,0.0,13.3890311278803,1610228.534009727,212028.69694111243,78.45558285279043,0.19803072236486977,,
DST_Caribe,DST_Caribe,pv_solar,Caribe,Solar,2024,50.38771186659495,0.0,0.0,25.8854601805687,3113108.499085487,409922.1474194859,69.91844868511686,0.22221053295769375,,
DST_Nordeste,DST_Nordeste,pv_solar,Nordeste,Solar,2024,18.89078524267466,0.0,0.0,9.58307505726991,1152506.1636940027,151757.5766069263,69.04232532137262,0.2250303081997369,,
DST_Oriental,DST_Oriental,pv_solar,Oriental,Solar,2024,28.457859758872196,0.0,0.0,15.2858105376634,1838344.2429944454,242066.0956744376,73.10494732550228,0.21252481965027167,,
DST_Surocciden,DST_Surocciden,pv_solar,Surocciden,Solar,2024,50.74827149356685,0.0,0.0,27.8566230966177,3350169.9221480247,441137.4833580379,74.7081091419374,0.20796424811631994,,
EL QUIMBO,EL QUIMBO,Hidro,Surocciden,Water,2023,1096.651341688153,1524345.3649465325,0.0,400.0,46728001.52854285,17512000.0,59.96832757460877,0.31297127331282903,,
EL QUIMBO,EL QUIMBO,Hidro,Surocciden,Water,2024,1096.6513416868202,1524345.3649446801,0.0,400.0,46728001.52854285,17512000.0,59.968327574679975,0.3129712733124486,,
ELTESORITO,ELTESORITO,Thermal,Caribe,GASNACIO,2023,2.516744503148153e-06,0.01781855108228892,0.0011161243422094411,200.0,55368001.81117018,28644000.0,33381219954.548244,1.4364980040799957e-09,,
ELTESORITO,ELTESORITO,Thermal,Caribe,GASNACIO,2024,2.5315629110925454e-06,0.017923465410535223,0.0011226960008735754,200.0,55368001.81117018,28644000.0,33185824243.584225,1.4449559994820463e-09,,
ESCUELAMINAS,ESCUELAMINAS,Hidro,Antioquia,Water,2023,261.82202867262856,363932.6198549536,0.0,55.0,15260850.499205254,2407900.0,68.87381940504146,0.5434247170457213,,
ESCUELAMINAS,ESCUELAMINAS,Hidro,Antioquia,Water,2024,261.8220286734469,363932.6198560911,0.0,55.0,15260850.499205254,2407900.0,68.87381940483054,0.5434247170474197,,
ESMERALDA,ESMERALDA,Hidro,Surocciden,Water,2023,223.19620497551662,310242.7249159681,0.0,30.0,3520800.11517064,1313400.0,23.048970929639797,0.8493006277607176,,
ESMERALDA,ESMERALDA,Hidro,Surocciden,Water,2024,223.19620497606556,310242.72491673107,0.0,30.0,3520800.11517064,1313400.0,23.048970929586527,0.8493006277628063,,
E_GuajiraI,E_GuajiraI,Eolica,Caribe,Wind,2023,134.38791217850968,0.0,0.0,20.0,3092400.1011570347,551400.0,27.11404650975539,0.7670542932563337,,
E_GuajiraI,E_GuajiraI,Eolica,Caribe,Wind,2024,134.38791181164459,0.0,0.0,20.0,3092400.1011570347,551400.0,27.114046583773934,0.7670542911623548,,
E_Wesp01,E_Wesp01,Eolica,Caribe,Wind,2023,79.8909371267824,0.0,0.0,12.0,2303434.1467522476,330840.0,32.97337897754038,0.7599974993034855,,
E_Wesp01,E_Wesp01,Eolica,Caribe,Wind,2024,79.8909366706192,0.0,0.0,12.0,2303434.1467522476,330840.0,32.97337916581259,0.7599974949640332,,
FLORES 1,FLORES 1,Thermal,Caribe,GASIMPOR,2023,3.1378685364575163e-07,0.002221610923811921,0.00013453705486117694,160.0,18820800.61565655,22915200.0,133007486237.76271,2.2387760676780218e-10,,
FLORES 1,FLORES 1,Thermal,Caribe,GASIMPOR,2024,4.5145157864515063e-07,0.0031962771768076657,0.00019356121869884424,160.0,18820800.61565655,22915200.0,92448454259.7161,3.220973021155469e-10,,
FLORES4,FLORES4,Thermal,Caribe,GASNACIO,2023,1621.8942626836028,11483011.379799906,670473.8961142169,445.0,123193804.02985366,63732900.0,122.33209030616017,0.4160623525431231,,
FLORES4,FLORES4,Thermal,Caribe,GASNACIO,2024,703.1190944044381,4978083.188383421,290661.980564394,445.0,123193804.02985366,63732900.0,272.9335453203499,0.18037019506552715,,
GUAJIRA1,GUAJIRA1,Thermal,Caribe,CARBON,2023,1266.4089177382575,10626574.035097875,1196003.8004428414,145.0,17108550.55964629,20766900.0,38.298865331244144,0.997015365878017,,
GUAJIRA1,GUAJIRA1,Thermal,Caribe,CARBON,2024,1123.2800303034433,9425564.078848025,1060832.0633147443,145.0,17108550.55964629,20766900.0,42.10972630370399,0.8843331997350362,,
GUAJIRA2,GUAJIRA2,Thermal,Caribe,CARBON,2023,1114.4211308738625,9351228.096734084,1058798.143389686,130.0,15362100.502517294,18618600.0,38.882902880056726,0.9785924928642977,,
GUAJIRA2,GUAJIRA2,Thermal,Caribe,CARBON,2024,840.0432672989843,7048893.803259814,798115.0277415575,130.0,15362100.502517294,18618600.0,48.84223932619658,0.7376565396021989,,
GUATAPE,GUATAPE,Hidro,Antioquia,Water,2023,3594.010210406228,4995674.192464655,0.0,560.0,66376802.17128452,24516800.0,26.680301599062762,0.7326341753111194,,
GUATAPE,GUATAPE,Hidro,Antioquia,Water,2024,3594.0102104068023,4995674.192465454,0.0,560.0,66376802.17128452,24516800.0,26.680301599058723,0.7326341753112364,,
GUAVIO,GUAVIO,Hidro,Oriental,Water,2023,4170.082649970698,5796414.883459268,0.0,1250.0,148275004.85029727,54725000.0,50.070091472940874,0.3808294657507486,,
GUAVIO,GUAVIO,Hidro,Oriental,Water,2024,4170.082650094585,5796414.883631473,0.0,1250.0,148275004.85029727,54725000.0,50.07009147149466,0.3808294657620625,,
H_ALBAN,H_ALBAN,Hidro,Surocciden,Water,2023,1239.5958649026738,1723038.2522147163,0.0,427.0,52380091.71343117,18694060.0,58.72655115008917,0.3313966680842967,,
H_ALBAN,H_ALBAN,Hidro,Surocciden,Water,2024,1239.5958649048468,1723038.252217737,0.0,427.0,52380091.71343117,18694060.0,58.726551149988666,0.33139666808487767,,
H_AguaFresca,H_AguaFresca,Menores,Antioquia,RunofRiver,2023,60.651032506494076,84304.93518402676,0.0,7.29,815532.3266772827,319156.2,20.09847831907542,0.9497440120402325,,
H_AguaFresca,H_AguaFresca,Menores,Antioquia,RunofRiver,2024,60.651032366782935,84304.9349898283,0.0,7.29,815532.3266772827,319156.2,20.09847836217086,0.9497440098524739,,
H_Alejandria,H_Alejandria,Menores,Antioquia,RunofRiver,2023,95.9325009191482,133346.176277616,0.0,15.0,1679400.0549356886,656700.0,25.741497485763986,0.7300799156708385,,
H_Alejandria,H_Alejandria,Menores,Antioquia,RunofRiver,2024,95.93250099472604,133346.1763826692,0.0,15.0,1679400.0549356886,656700.0,25.741497466579315,0.7300799162460123,,
H_Amaime,H_Amaime,Menores,Surocciden,RunofRiver,2023,82.29628379865758,114391.83448013403,0.0,19.17,2149723.8703206843,839262.6000000001,37.709823111738615,0.49006535967930276,,
H_Amaime,H_Amaime,Menores,Surocciden,RunofRiver,2024,82.29628383790266,114391.83453468469,0.0,19.17,2149723.8703206843,839262.6000000001,37.70982309441859,0.4900653599130028,,
H_Amalfi,H_Amalfi,Hidro,Antioquia,Water,2023,3.2106859906010223,4462.85352693542,0.0,0.81,224750.70735193192,35461.8,82.43576657875586,0.4524897106095357,,
H_Amalfi,H_Amalfi,Hidro,Antioquia,Water,2024,3.2106859913518866,4462.853527979121,0.0,0.81,224750.70735193192,35461.8,82.43576655980215,0.45248971071535676,,
H_America,H_America,Hidro,Antioquia,Water,2023,0.11437479378020157,158.98096335448017,0.0,0.41,113762.70372134825,17949.8,1152.9768083177944,0.03184508123961509,,
H_America,H_America,Hidro,Antioquia,Water,2024,0.11437479445043464,158.98096428610415,0.0,0.41,113762.70372134825,17949.8,1152.976801569528,0.03184508142622637,,
H_Asnazu,H_Asnazu,Hidro,Surocciden,Water,2023,3.874265962364749,5385.229687687001,0.0,0.45,124861.50408440662,19701.0,38.703520932406384,0.9828173420509255,,
H_Asnazu,H_Asnazu,Hidro,Surocciden,Water,2024,3.874265934233992,5385.2296485852485,0.0,0.45,124861.50408440662,19701.0,38.70352120333709,0.9828173349147618,,
H_AuresBajo,H_AuresBajo,Hidro,Antioquia,Water,2023,119.14352117003732,165609.49442635186,0.0,19.4,5382918.176083308,849331.9999999999,53.698762699642444,0.7010751845904374,,
H_AuresBajo,H_AuresBajo,Hidro,Antioquia,Water,2024,119.14352117081629,165609.4944274346,0.0,19.4,5382918.176083308,849331.9999999999,53.69876269930044,0.701075184595021,,
H_AutCemNare,H_AutCemNare,Hidro,Antioquia,Water,2023,49.489902381837695,68790.9643107544,0.0,9.0,2497230.0816881326,394020.0,59.81100999474173,0.6277258039299555,,
H_AutCemNare,H_AutCemNare,Hidro,Antioquia,Water,2024,49.48990238260397,68790.96431181952,0.0,9.0,2497230.0816881326,394020.0,59.811009993837175,0.6277258039396748,,
H_AutGold,H_AutGold,Hidro,Antioquia,Water,2023,0.6245322001093012,868.0997581519285,0.0,1.0,277470.00907645916,43780.0,515.7750213331454,0.07129363014946359,,
H_AutGold,H_AutGold,Hidro,Antioquia,Water,2024,0.6245322009403045,868.0997593070232,0.0,1.0,277470.00907645916,43780.0,515.7750206487042,0.07129363024432699,,
H_Ayura,H_Ayura,Hidro,Antioquia,Water,2023,106.04435435750183,147401.65255692753,0.0,16.7,4633749.151576867,731126.0,51.98086062696504,0.724881431366731,,
H_Ayura,H_Ayura,Hidro,Antioquia,Water,2024,106.04435435825795,147401.65255797852,0.0,16.7,4633749.151576867,731126.0,51.98086062660431,0.7248814313718995,,
H_Barrancas,H_Barrancas,Hidro,Antioquia,Water,2023,16.631547532861475,23117.851070677447,0.0,4.7,1304109.0426593581,205766.0,92.17379745938065,0.4039528692524402,,
H_Barrancas,H_Barrancas,Hidro,Antioquia,Water,2024,16.631547533611858,23117.851071720477,0.0,4.7,1304109.0426593581,205766.0,92.17379745528467,0.4039528692706658,,
H_Barroso,H_Barroso,Menores,Antioquia,RunofRiver,2023,148.25129518722844,206069.30031024752,0.0,19.9,2253078.073701555,871221.9999999999,22.464352637228814,0.8504353685506783,,
H_Barroso,H_Barroso,Menores,Antioquia,RunofRiver,2024,148.25129528654423,206069.3004482965,0.0,19.9,2253078.073701555,871221.9999999999,22.464352623110788,0.8504353691203976,,
H_Bayona,H_Bayona,Hidro,Surocciden,Water,2023,3.2358013487907913,4497.7638748191985,0.0,0.6,166482.0054458755,26268.0,60.957935317755386,0.6156395260256452,,
H_Bayona,H_Bayona,Hidro,Surocciden,Water,2024,3.235801349554499,4497.763875880753,0.0,0.6,166482.0054458755,26268.0,60.95793530369627,0.6156395261709473,,
H_Bello,H_Bello,Hidro,Antioquia,Water,2023,2.0689892477959337,0.0,0.0,0.35,97114.5031767607,15322.999999999998,54.344169887078365,0.6748171062609046,,
H_Bello,H_Bello,Hidro,Antioquia,Water,2024,2.0689892485236916,0.0,0.0,0.35,97114.5031767607,15322.999999999998,54.344169867963046,0.6748171064982685,,
H_Belmonte,H_Belmonte,Hidro,Surocciden,Water,2023,16.063530862540176,22328.307898930845,0.0,3.4,943398.030859961,148852.0,69.38563808272474,0.5393342352451038,,
H_Belmonte,H_Belmonte,Hidro,Surocciden,Water,2024,16.063530863299146,22328.307899985808,0.0,3.4,943398.030859961,148852.0,69.38563807951209,0.5393342352705863,,
H_CampestreC,H_CampestreC,Hidro,Surocciden,Water,2023,6.121642106791711,8509.082528440478,0.0,0.7,194229.0063535214,30645.999999999996,38.12442557251621,0.9983108458564433,,
H_CampestreC,H_CampestreC,Hidro,Surocciden,Water,2024,6.121642412060844,8509.08295276457,0.0,0.7,194229.0063535214,30645.999999999996,38.12442374067346,0.9983108956394069,,
H_Cantayus,H_Cantayus,Hidro,Antioquia,Water,2023,22.183976822627717,30835.727783452523,0.0,4.32,1198670.4392103036,189129.6,63.94866792083663,0.5862077420151496,,
H_Cantayus,H_Cantayus,Hidro,Antioquia,Water,2024,22.18397682339704,30835.727784521885,0.0,4.32,1198670.4392103036,189129.6,63.94866791866714,0.5862077420354788,,
H_Caracoli,H_Caracoli,Hidro,Antioquia,Water,2023,24.333980283420626,33824.232593954664,0.0,3.75,1040512.5340367218,164175.0,50.896390652313734,0.7407604348073249,,
H_Caracoli,H_Caracoli,Hidro,Antioquia,Water,2024,24.333980284197803,33824.23259503495,0.0,3.75,1040512.5340367218,164175.0,50.89639065073261,0.7407604348309832,,
H_Caruquia,H_Caruquia,Menores,Antioquia,RunofRiver,2023,60.14941071275294,83607.68089072657,0.0,9.5,1091835.0357155579,415910.0,26.456663461025133,0.7227759037821789,,
H_Caruquia,H_Caruquia,Menores,Antioquia,RunofRiver,2024,60.14941062277629,83607.68076565902,0.0,9.5,1091835.0357155579,415910.0,26.456663498522,0.7227759027009887,,
H_Cascada,H_Cascada,Hidro,Nordeste,Water,2023,15.068432000126188,20945.1204801754,0.0,3.0,832410.0272293775,131340.0,65.34821590602836,0.5733802130946036,,
H_Cascada,H_Cascada,Hidro,Nordeste,Water,2024,15.068432000949368,20945.120481319616,0.0,3.0,832410.0272293775,131340.0,65.34821590253436,0.5733802131259271,,
H_CascadaAbe,H_CascadaAbe,Hidro,Antioquia,Water,2023,19.031955847210753,26454.418627622945,0.0,3.0,832410.0272293775,131340.0,52.028517394975,0.7241992331510939,,
H_CascadaAbe,H_CascadaAbe,Hidro,Antioquia,Water,2024,19.031955847997956,26454.418628717154,0.0,3.0,832410.0272293775,131340.0,52.02851739288046,0.7241992331810484,,
H_CascadaAnt,H_CascadaAnt,Hidro,Antioquia,Water,2023,14.590880694147817,20281.324164865466,0.0,2.3,638181.020875856,100693.99999999999,52.02950808481408,0.7241850652247277,,
H_CascadaAnt,H_CascadaAnt,Hidro,Antioquia,Water,2024,14.590880694930686,20281.324165953654,0.0,2.3,638181.020875856,100693.99999999999,52.02950808209704,0.7241850652635836,,
H_CascadaGra,H_CascadaGra,Hidro,Antioquia,Water,2023,1.7800240554746063,2474.2334371097027,0.0,2.09,579912.3189697996,91500.2,378.58294686204755,0.09722444645488443,,
H_CascadaGra,H_CascadaGra,Hidro,Antioquia,Water,2024,1.7800240556037585,2474.2334372892237,0.0,2.09,579912.3189697996,91500.2,378.5829468346798,0.09722444646193869,,
H_Cauya,H_Cauya,Hidro,Surocciden,Water,2023,3.3344796202792297,4634.926672188129,0.0,1.51,418979.7137054533,66107.8,146.86622686169903,0.25208500561547287,,
H_Cauya,H_Cauya,Hidro,Surocciden,Water,2024,3.334479621012365,4634.926673207187,0.0,1.51,418979.7137054533,66107.8,146.86622682971392,0.25208500567089753,,
H_Chorrera,H_Chorrera,Hidro,Antioquia,Water,2023,47.69956577394021,66302.39642577685,0.0,15.0,4162050.136146887,656700.0,102.41293507207405,0.3630103940178097,,
H_Chorrera,H_Chorrera,Hidro,Antioquia,Water,2024,47.6995657749472,66302.39642717659,0.0,15.0,4162050.136146887,656700.0,102.41293506994134,0.3630103940254733,,
H_Coconuco,H_Coconuco,Hidro,Surocciden,Water,2023,20.518068571992117,28520.115315069037,0.0,4.5,1248615.0408440663,197010.0,71.846195024974,0.52049894906119,,
H_Coconuco,H_Coconuco,Hidro,Surocciden,Water,2024,20.518068572749648,28520.11531612201,0.0,4.5,1248615.0408440663,197010.0,71.84619502237274,0.5204989490804071,,
H_Cocuyo,H_Cocuyo,Hidro,Surocciden,Water,2023,3.0343528850616384,4217.750510235677,0.0,0.7,194229.0063535214,30645.999999999996,75.49970802394111,0.49483902235186533,,
H_Cocuyo,H_Cocuyo,Hidro,Surocciden,Water,2024,3.0343528858150366,4217.7505112829,0.0,0.7,194229.0063535214,30645.999999999996,75.49970800554044,0.4948390224747287,,
H_Coello,H_Coello,Hidro,Surocciden,Water,2023,7.568221122712631,10519.827360570554,0.0,1.2,332964.010891751,52536.0,52.326673842000346,0.7199601524650523,,
H_Coello,H_Coello,Hidro,Surocciden,Water,2024,7.568221123490287,10519.827361651496,0.0,1.2,332964.010891751,52536.0,52.326673836766474,0.7199601525390302,,
H_Currucucue,H_Currucucue,Hidro,Surocciden,Water,2023,4.583525470337875,6371.100403769646,0.0,1.25,346837.51134557393,54725.0,88.99996615907814,0.41858680094409806,,
H_Currucucue,H_Currucucue,Hidro,Surocciden,Water,2024,4.583525471085267,6371.100404808521,0.0,1.25,346837.51134557393,54725.0,88.99996614479241,0.41858680101235307,,
H_ElBosque,H_ElBosque,Hidro,Surocciden,Water,2023,14.967419814384524,20804.713541994483,0.0,2.28,632631.6206943268,99818.4,50.32629161055545,0.7493901613386467,,
H_ElBosque,H_ElBosque,Hidro,Surocciden,Water,2024,14.96741981515883,20804.713543070775,0.0,2.28,632631.6206943268,99818.4,50.32629160802385,0.7493901613774147,,
H_ElEden,H_ElEden,Hidro,Surocciden,Water,2023,60.939569891342884,84706.0021489666,0.0,19.9,5521653.180621536,871221.9999999999,106.29515755231334,0.3495764776585145,,
H_ElEden,H_ElEden,Hidro,Surocciden,Water,2024,60.93956989201551,84706.00214990156,0.0,19.9,5521653.180621536,871221.9999999999,106.29515755115546,0.34957647766237293,,
H_ElLimonar,H_ElLimonar,Hidro,Oriental,Water,2023,147.86425786620825,205531.31843402947,0.0,18.0,4994460.163376265,788040.0,40.49681490457576,0.9377489717542377,,
H_ElLimonar,H_ElLimonar,Hidro,Oriental,Water,2024,147.8642578671283,205531.3184353083,0.0,18.0,4994460.163376265,788040.0,40.496814904332425,0.9377489717600727,,
H_ElMolino,H_ElMolino,Hidro,Antioquia,Water,2023,98.51201899759504,136931.70640665712,0.0,19.9,5521653.180621536,871221.9999999999,66.2843676687573,0.5651087572428066,,
H_ElMolino,H_ElMolino,Hidro,Antioquia,Water,2024,98.5120189983753,136931.70640774164,0.0,19.9,5521653.180621536,871221.9999999999,66.2843676682433,0.5651087572472825,,
H_ElPopal,H_ElPopal,Menores,Antioquia,RunofRiver,2023,149.22361934472215,207420.8308891637,0.0,19.9,2330091.0762207652,871221.9999999999,22.843125787181165,0.8560130523893563,,
H_ElPopal,H_ElPopal,Menores,Antioquia,RunofRiver,2024,149.22361937832537,207420.83093587222,0.0,19.9,2330091.0762207652,871221.9999999999,22.843125782350203,0.856013052582119,,
H_Florida,H_Florida,Hidro,Surocciden,Water,2023,84.94464294846192,118073.05369836207,0.0,19.9,5521653.180621536,871221.9999999999,76.6493095776535,0.4872802537141295,,
H_Florida,H_Florida,Hidro,Surocciden,Water,2024,84.94464294924552,118073.05369945125,0.0,19.9,5521653.180621536,871221.9999999999,76.64930957695924,0.48728025371862455,,
H_Frisolera,H_Frisolera,Hidro,Surocciden,Water,2023,2.7846636330427748,3870.6824499294567,0.0,0.47,130410.9042659358,20576.6,55.61109244158629,0.6763488859037148,,
H_Frisolera,H_Frisolera,Hidro,Surocciden,Water,2024,2.7846636338245854,3870.682451016173,0.0,0.47,130410.9042659358,20576.6,55.6110924263634,0.6763488860936037,,
H_GUATRON,H_GUATRON,Hidro,Antioquia,Water,2023,3525.7502412186404,4900792.83529391,0.0,512.0,58014721.89774836,22415360.0,24.202189291646615,0.7860994223607484,,
H_GUATRON,H_GUATRON,Hidro,Antioquia,Water,2024,3525.750241213087,4900792.835286191,0.0,512.0,58014721.89774836,22415360.0,24.202189291682547,0.7860994223595101,,
H_Guacaica,H_Guacaica,Hidro,Surocciden,Water,2023,7.456000661677658,10363.840919731942,0.0,0.86,238624.20780575488,37650.8,38.44404818775738,0.9896995674946449,,
H_Guacaica,H_Guacaica,Hidro,Surocciden,Water,2024,7.45600064964747,10363.84090300998,0.0,0.86,238624.20780575488,37650.8,38.444048247543755,0.9896995658977737,,
H_Guanaquita,H_Guanaquita,Menores,Antioquia,RunofRiver,2023,67.471371052894,93785.20576352265,0.0,9.5,1124325.0367783543,415910.0,24.21797893006934,0.8107590849903147,,
H_Guanaquita,H_Guanaquita,Menores,Antioquia,RunofRiver,2024,67.47137108167416,93785.20580352707,0.0,9.5,1124325.0367783543,415910.0,24.217978920331976,0.810759085336147,,
H_Guaviomeno,H_Guaviomeno,Hidro,Oriental,Water,2023,44.04341346446088,61220.344715600615,0.0,9.9,2746953.089856946,433422.0,73.6000046224443,0.5078572651683603,,
H_Guaviomeno,H_Guaviomeno,Hidro,Oriental,Water,2024,44.04341346524479,61220.34471669025,0.0,9.9,2746953.089856946,433422.0,73.60000462115907,0.5078572651773994,,
H_Herradura,H_Herradura,Hidro,Antioquia,Water,2023,104.22608933746105,144874.26417907083,0.0,19.8,5493906.179713892,866844.0,62.41838761530415,0.6009068385767552,,
H_Herradura,H_Herradura,Hidro,Antioquia,Water,2024,104.22608933826302,144874.26418018562,0.0,19.8,5493906.179713892,866844.0,62.418387614834565,0.6009068385813788,,
H_Inza,H_Inza,Hidro,Surocciden,Water,2023,2.970067187155742,4128.393390146481,0.0,0.75,208102.50680734438,32835.0,82.511904531081,0.45206502087606415,,
H_Inza,H_Inza,Hidro,Surocciden,Water,2024,2.970067187904635,4128.393391187442,0.0,0.75,208102.50680734438,32835.0,82.51190451062637,0.45206502099005097,,
H_IquiraI,H_IquiraI,Hidro,Surocciden,Water,2023,17.112121445526668,23785.84880928207,0.0,4.32,1198670.4392103036,189129.6,82.49040848109414,0.4521848428654729,,
H_IquiraI,H_IquiraI,Hidro,Surocciden,Water,2024,17.11212144627506,23785.848810322335,0.0,4.32,1198670.4392103036,189129.6,82.49040847754723,0.452184842885249,,
H_IquiraII,H_IquiraII,Hidro,Surocciden,Water,2023,8.280485893319959,11509.875391714742,0.0,1.38,382908.6125255136,60416.399999999994,54.928526390480684,0.6849717005261033,,
H_IquiraII,H_IquiraII,Hidro,Surocciden,Water,2024,8.280485893995467,11509.875392653696,0.0,1.38,382908.6125255136,60416.399999999994,54.928526386113106,0.6849717005819821,,
